,est_time,away_team,home_team
246,2018-11-19 22:00:00+00:00,OKLAHOMA_CITY_THUNDER,SACRAMENTO_KINGS
247,2018-11-20 19:00:00+00:00,TORONTO_RAPTORS,ORLANDO_MAGIC
248,2018-11-20 19:00:00+00:00,LOS_ANGELES_CLIPPERS,WASHINGTON_WIZARDS
249,2018-11-20 19:30:00+00:00,BROOKLYN_NETS,MIAMI_HEAT
250,2018-11-20 19:30:00+00:00,PORTLAND_TRAIL_BLAZERS,NEW_YORK_KNICKS
251,2018-11-21 19:00:00+00:00,INDIANA_PACERS,CHARLOTTE_HORNETS
252,2018-11-21 19:00:00+00:00,NEW_ORLEANS_PELICANS,PHILADELPHIA_76ERS
253,2018-11-21 19:30:00+00:00,TORONTO_RAPTORS,ATLANTA_HAWKS
254,2018-11-21 19:30:00+00:00,NEW_YORK_KNICKS,BOSTON_CELTICS
255,2018-11-21 20:00:00+00:00,PHOENIX_SUNS,CHICAGO_BULLS
256,2018-11-21 20:00:00+00:00,LOS_ANGELES_LAKERS,CLEVELAND_CAVALIERS
257,2018-11-21 20:00:00+00:00,DETROIT_PISTONS,HOUSTON_ROCKETS
258,2018-11-21 20:00:00+00:00,PORTLAND_TRAIL_BLAZERS,MILWAUKEE_BUCKS
259,2018-11-21 20:00:00+00:00,DENVER_NUGGETS,MINNESOTA_TIMBERWOLVES
260,2018-11-21 20:30:00+00:00,BROOKLYN_NETS,DALLAS_MAVERICKS
261,2018-11-21 20:30:00+00:00,MEMPHIS_GRIZZLIES,SAN_ANTONIO_SPURS
262,2018-11-21 21:00:00+00:00,SACRAMENTO_KINGS,UTAH_JAZZ
263,2018-11-21 22:30:00+00:00,OKLAHOMA_CITY_THUNDER,GOLDEN_STATE_WARRIORS
264,2018-11-23 12:00:00+00:00,MINNESOTA_TIMBERWOLVES,BROOKLYN_NETS
265,2018-11-23 15:30:00+00:00,MEMPHIS_GRIZZLIES,LOS_ANGELES_CLIPPERS
266,2018-11-23 19:00:00+00:00,HOUSTON_ROCKETS,DETROIT_PISTONS
267,2018-11-23 19:30:00+00:00,BOSTON_CELTICS,ATLANTA_HAWKS
268,2018-11-23 19:30:00+00:00,NEW_ORLEANS_PELICANS,NEW_YORK_KNICKS
269,2018-11-23 19:30:00+00:00,CLEVELAND_CAVALIERS,PHILADELPHIA_76ERS
270,2018-11-23 19:30:00+00:00,WASHINGTON_WIZARDS,TORONTO_RAPTORS
271,2018-11-23 20:00:00+00:00,MIAMI_HEAT,CHICAGO_BULLS
272,2018-11-23 20:00:00+00:00,SAN_ANTONIO_SPURS,INDIANA_PACERS
