,date,team,conference,net_score,games,wins,losses
1138,2019-01-04,WASHINGTON_WIZARDS,Eastern,-169,39,15,24
1139,2019-01-04,MIAMI_HEAT,Eastern,50,37,19,18
1140,2019-01-04,ORLANDO_MAGIC,Eastern,-136,38,17,21
1141,2019-01-04,MINNESOTA_TIMBERWOLVES,Western,1,39,18,21
1142,2019-01-04,ATLANTA_HAWKS,Eastern,-353,38,11,27
1143,2019-01-04,MILWAUKEE_BUCKS,Eastern,368,37,27,10
1144,2019-01-04,LOS_ANGELES_CLIPPERS,Western,45,38,22,16
1145,2019-01-04,PHOENIX_SUNS,Western,-355,40,9,31
1146,2019-01-04,NEW_YORK_KNICKS,Eastern,-310,39,10,29
1147,2019-01-04,LOS_ANGELES_LAKERS,Western,57,39,21,18
1148,2019-01-04,OKLAHOMA_CITY_THUNDER,Western,244,38,25,13
1149,2019-01-04,PORTLAND_TRAIL_BLAZERS,Western,31,39,22,17
1150,2019-01-05,CHARLOTTE_HORNETS,Eastern,45,38,18,20
1151,2019-01-05,DENVER_NUGGETS,Western,200,37,26,11
1152,2019-01-05,UTAH_JAZZ,Western,94,40,20,20
1153,2019-01-05,DETROIT_PISTONS,Eastern,-83,37,17,20
1154,2019-01-05,DALLAS_MAVERICKS,Western,17,39,18,21
1155,2019-01-05,PHILADELPHIA_76ERS,Eastern,89,40,26,14
1156,2019-01-05,NEW_ORLEANS_PELICANS,Western,64,40,18,22
1157,2019-01-05,CLEVELAND_CAVALIERS,Eastern,-420,40,8,32
1158,2019-01-05,TORONTO_RAPTORS,Eastern,209,41,29,12
1159,2019-01-05,MILWAUKEE_BUCKS,Eastern,361,38,27,11
1160,2019-01-05,MEMPHIS_GRIZZLIES,Western,-56,39,18,21
1161,2019-01-05,SAN_ANTONIO_SPURS,Western,124,40,23,17
1162,2019-01-05,HOUSTON_ROCKETS,Western,48,38,22,16
1163,2019-01-05,PORTLAND_TRAIL_BLAZERS,Western,40,40,23,17
1164,2019-01-05,GOLDEN_STATE_WARRIORS,Western,176,40,26,14
1165,2019-01-05,SACRAMENTO_KINGS,Western,-70,39,19,20
1166,2019-01-06,BROOKLYN_NETS,Eastern,-13,41,20,21
1167,2019-01-06,CHICAGO_BULLS,Eastern,-378,40,10,30
1168,2019-01-06,ORLANDO_MAGIC,Eastern,-146,39,17,22
1169,2019-01-06,LOS_ANGELES_CLIPPERS,Western,55,39,23,16
1170,2019-01-06,LOS_ANGELES_LAKERS,Western,35,40,21,19
1171,2019-01-06,MINNESOTA_TIMBERWOLVES,Western,23,40,19,21
1172,2019-01-06,MIAMI_HEAT,Eastern,26,38,19,19
1173,2019-01-06,ATLANTA_HAWKS,Eastern,-329,39,12,27
1174,2019-01-06,WASHINGTON_WIZARDS,Eastern,-151,40,16,24
1175,2019-01-06,OKLAHOMA_CITY_THUNDER,Western,226,39,25,14
1176,2019-01-06,INDIANA_PACERS,Eastern,226,39,26,13
1177,2019-01-06,TORONTO_RAPTORS,Eastern,225,42,30,12
1178,2019-01-06,CHARLOTTE_HORNETS,Eastern,51,39,19,20
1179,2019-01-06,PHOENIX_SUNS,Western,-361,41,9,32
1180,2019-01-07,SAN_ANTONIO_SPURS,Western,136,41,24,17
1181,2019-01-07,DETROIT_PISTONS,Eastern,-95,38,17,21
1182,2019-01-07,BROOKLYN_NETS,Eastern,-34,42,20,22
1183,2019-01-07,BOSTON_CELTICS,Eastern,258,39,24,15
1184,2019-01-07,DENVER_NUGGETS,Western,188,38,26,12
1185,2019-01-07,HOUSTON_ROCKETS,Western,60,39,23,16
1186,2019-01-07,UTAH_JAZZ,Western,82,41,20,21
1187,2019-01-07,MILWAUKEE_BUCKS,Eastern,373,39,28,11
1188,2019-01-07,MEMPHIS_GRIZZLIES,Western,-75,40,18,22
1189,2019-01-07,NEW_ORLEANS_PELICANS,Western,83,41,19,22
1190,2019-01-07,LOS_ANGELES_LAKERS,Western,45,41,22,19
1191,2019-01-07,DALLAS_MAVERICKS,Western,7,40,18,22
1192,2019-01-07,NEW_YORK_KNICKS,Eastern,-320,40,10,30
1193,2019-01-07,PORTLAND_TRAIL_BLAZERS,Western,50,41,24,17
1194,2019-01-07,ORLANDO_MAGIC,Eastern,-162,40,17,23
1195,2019-01-07,SACRAMENTO_KINGS,Western,-54,40,20,20
1196,2019-01-08,INDIANA_PACERS,Eastern,234,40,27,13
1197,2019-01-08,CLEVELAND_CAVALIERS,Eastern,-428,41,8,33
1198,2019-01-08,WASHINGTON_WIZARDS,Eastern,-168,41,16,25
1199,2019-01-08,PHILADELPHIA_76ERS,Eastern,106,41,27,14
1200,2019-01-08,DENVER_NUGGETS,Western,192,39,27,12
1201,2019-01-08,MIAMI_HEAT,Eastern,22,39,19,20
1202,2019-01-08,ATLANTA_HAWKS,Eastern,-332,40,12,28
1203,2019-01-08,TORONTO_RAPTORS,Eastern,228,43,31,12
1204,2019-01-08,MINNESOTA_TIMBERWOLVES,Western,25,41,20,21
1205,2019-01-08,OKLAHOMA_CITY_THUNDER,Western,224,40,25,15
1206,2019-01-08,SACRAMENTO_KINGS,Western,-58,41,20,21
1207,2019-01-08,PHOENIX_SUNS,Western,-357,42,10,32
1208,2019-01-08,NEW_YORK_KNICKS,Eastern,-347,41,10,31
1209,2019-01-08,GOLDEN_STATE_WARRIORS,Western,203,41,27,14
1210,2019-01-08,CHARLOTTE_HORNETS,Eastern,32,40,19,21
1211,2019-01-08,LOS_ANGELES_CLIPPERS,Western,74,40,24,16
1212,2019-01-09,INDIANA_PACERS,Eastern,207,41,27,14
1213,2019-01-09,BOSTON_CELTICS,Eastern,285,40,25,15
1214,2019-01-09,PHILADELPHIA_76ERS,Eastern,89,42,27,15
1215,2019-01-09,WASHINGTON_WIZARDS,Eastern,-151,42,17,25
1216,2019-01-09,ATLANTA_HAWKS,Eastern,-348,41,12,29
1217,2019-01-09,BROOKLYN_NETS,Eastern,-18,43,21,22
1218,2019-01-09,MILWAUKEE_BUCKS,Eastern,380,40,29,11
1219,2019-01-09,HOUSTON_ROCKETS,Western,53,40,23,17
1220,2019-01-09,SAN_ANTONIO_SPURS,Western,126,42,24,18
1221,2019-01-09,MEMPHIS_GRIZZLIES,Western,-65,41,19,22
1222,2019-01-09,CLEVELAND_CAVALIERS,Eastern,-444,42,8,34
1223,2019-01-09,NEW_ORLEANS_PELICANS,Western,99,42,20,22
1224,2019-01-09,PHOENIX_SUNS,Western,-367,43,10,33
1225,2019-01-09,DALLAS_MAVERICKS,Western,17,41,19,22
1226,2019-01-09,ORLANDO_MAGIC,Eastern,-175,41,17,24
1227,2019-01-09,UTAH_JAZZ,Western,95,42,21,21
1228,2019-01-09,CHICAGO_BULLS,Eastern,-390,41,10,31
1229,2019-01-09,PORTLAND_TRAIL_BLAZERS,Western,62,42,25,17
1230,2019-01-09,DETROIT_PISTONS,Eastern,-108,39,17,22
1231,2019-01-09,LOS_ANGELES_LAKERS,Western,58,42,23,19
1232,2019-01-10,BOSTON_CELTICS,Eastern,269,41,25,16
1233,2019-01-10,MIAMI_HEAT,Eastern,38,40,20,20
1234,2019-01-10,LOS_ANGELES_CLIPPERS,Western,53,41,24,17
1235,2019-01-10,DENVER_NUGGETS,Western,213,40,28,12
1236,2019-01-10,OKLAHOMA_CITY_THUNDER,Western,217,41,25,16
1237,2019-01-10,SAN_ANTONIO_SPURS,Western,133,43,25,18
1238,2019-01-10,DETROIT_PISTONS,Eastern,-118,40,17,23
1239,2019-01-10,SACRAMENTO_KINGS,Western,-48,42,21,21
1240,2019-01-11,ATLANTA_HAWKS,Eastern,-346,42,13,29
1241,2019-01-11,PHILADELPHIA_76ERS,Eastern,87,43,27,16
1242,2019-01-11,MILWAUKEE_BUCKS,Eastern,373,41,29,12
1243,2019-01-11,WASHINGTON_WIZARDS,Eastern,-144,43,18,25
1244,2019-01-11,INDIANA_PACERS,Eastern,222,42,28,14
1245,2019-01-11,NEW_YORK_KNICKS,Eastern,-362,42,10,32
1246,2019-01-11,BROOKLYN_NETS,Eastern,-35,44,21,23
1247,2019-01-11,TORONTO_RAPTORS,Eastern,245,44,32,12
1248,2019-01-11,CLEVELAND_CAVALIERS,Eastern,-472,43,8,35
1249,2019-01-11,HOUSTON_ROCKETS,Western,81,41,24,17
1250,2019-01-11,DALLAS_MAVERICKS,Western,21,42,20,22
1251,2019-01-11,MINNESOTA_TIMBERWOLVES,Western,21,42,20,22
1252,2019-01-11,CHARLOTTE_HORNETS,Eastern,1,41,19,22
1253,2019-01-11,PORTLAND_TRAIL_BLAZERS,Western,93,43,26,17
1254,2019-01-11,LOS_ANGELES_LAKERS,Western,40,43,23,20
1255,2019-01-11,UTAH_JAZZ,Western,113,43,22,21
1256,2019-01-11,CHICAGO_BULLS,Eastern,-427,42,10,32
1257,2019-01-11,GOLDEN_STATE_WARRIORS,Western,240,42,28,14
1258,2019-01-12,DETROIT_PISTONS,Eastern,-113,41,18,23
1259,2019-01-12,LOS_ANGELES_CLIPPERS,Western,48,42,24,18
1260,2019-01-12,MEMPHIS_GRIZZLIES,Western,-69,42,19,23
1261,2019-01-12,MIAMI_HEAT,Eastern,42,41,21,20
1262,2019-01-12,BOSTON_CELTICS,Eastern,267,42,25,17
1263,2019-01-12,ORLANDO_MAGIC,Eastern,-173,42,18,24
1264,2019-01-12,NEW_ORLEANS_PELICANS,Western,95,43,20,23
1265,2019-01-12,MINNESOTA_TIMBERWOLVES,Western,25,43,21,22
1266,2019-01-12,SAN_ANTONIO_SPURS,Western,123,44,25,19
1267,2019-01-12,OKLAHOMA_CITY_THUNDER,Western,227,42,26,16
1268,2019-01-12,DENVER_NUGGETS,Western,204,41,28,13
1269,2019-01-12,PHOENIX_SUNS,Western,-358,44,11,33
1270,2019-01-12,CHARLOTTE_HORNETS,Eastern,-6,42,19,23
1271,2019-01-12,SACRAMENTO_KINGS,Western,-41,43,22,21
1272,2019-01-12,CHICAGO_BULLS,Eastern,-435,43,10,33
1273,2019-01-12,UTAH_JAZZ,Western,121,44,23,21
1274,2019-01-13,PHILADELPHIA_76ERS,Eastern,90,44,28,16
1275,2019-01-13,NEW_YORK_KNICKS,Eastern,-365,43,10,33
1276,2019-01-13,TORONTO_RAPTORS,Eastern,247,45,33,12
1277,2019-01-13,WASHINGTON_WIZARDS,Eastern,-146,44,18,26
1278,2019-01-13,MILWAUKEE_BUCKS,Eastern,392,42,30,12
1279,2019-01-13,ATLANTA_HAWKS,Eastern,-365,43,13,30
1280,2019-01-13,HOUSTON_ROCKETS,Western,74,42,24,18
1281,2019-01-13,ORLANDO_MAGIC,Eastern,-166,43,19,24
1282,2019-01-13,GOLDEN_STATE_WARRIORS,Western,245,43,29,14
1283,2019-01-13,DALLAS_MAVERICKS,Western,16,43,20,23
1284,2019-01-13,PORTLAND_TRAIL_BLAZERS,Western,90,44,26,18
1285,2019-01-13,DENVER_NUGGETS,Western,207,42,29,13
1286,2019-01-13,CLEVELAND_CAVALIERS,Eastern,-466,44,9,35
1287,2019-01-13,LOS_ANGELES_LAKERS,Western,34,44,23,21
1288,2019-01-14,BOSTON_CELTICS,Eastern,260,43,25,18
1289,2019-01-14,BROOKLYN_NETS,Eastern,-28,45,22,23
1290,2019-01-14,MEMPHIS_GRIZZLIES,Western,-87,43,19,24
1291,2019-01-14,HOUSTON_ROCKETS,Western,92,43,25,18
1292,2019-01-14,CHARLOTTE_HORNETS,Eastern,9,43,20,23
1293,2019-01-14,SAN_ANTONIO_SPURS,Western,108,45,25,20
1294,2019-01-14,DETROIT_PISTONS,Eastern,-119,42,18,24
1295,2019-01-14,UTAH_JAZZ,Western,127,45,24,21
1296,2019-01-14,PORTLAND_TRAIL_BLAZERS,Western,82,45,26,19
1297,2019-01-14,SACRAMENTO_KINGS,Western,-33,44,23,21
1298,2019-01-14,NEW_ORLEANS_PELICANS,Western,99,44,21,23
1299,2019-01-14,LOS_ANGELES_CLIPPERS,Western,44,43,24,19
1300,2019-01-15,PHOENIX_SUNS,Western,-392,45,11,34
1301,2019-01-15,INDIANA_PACERS,Eastern,256,43,29,14
1302,2019-01-15,MINNESOTA_TIMBERWOLVES,Western,-17,44,21,23
1303,2019-01-15,PHILADELPHIA_76ERS,Eastern,132,45,29,16
1304,2019-01-15,OKLAHOMA_CITY_THUNDER,Western,211,43,26,17
1305,2019-01-15,ATLANTA_HAWKS,Eastern,-349,44,14,30
1306,2019-01-15,MIAMI_HEAT,Eastern,4,42,21,21
1307,2019-01-15,MILWAUKEE_BUCKS,Eastern,430,43,31,12
1308,2019-01-15,GOLDEN_STATE_WARRIORS,Western,276,44,30,14
1309,2019-01-15,DENVER_NUGGETS,Western,176,43,29,14
1310,2019-01-15,CHICAGO_BULLS,Eastern,-442,44,10,34
1311,2019-01-15,LOS_ANGELES_LAKERS,Western,41,45,24,21
1312,2019-01-16,ORLANDO_MAGIC,Eastern,-171,44,19,25
1313,2019-01-16,DETROIT_PISTONS,Eastern,-114,43,19,24
1314,2019-01-16,TORONTO_RAPTORS,Eastern,238,46,33,13
1315,2019-01-16,BOSTON_CELTICS,Eastern,269,44,26,18
1316,2019-01-16,BROOKLYN_NETS,Eastern,-25,46,23,23
1317,2019-01-16,HOUSTON_ROCKETS,Western,89,44,25,19
1318,2019-01-16,MILWAUKEE_BUCKS,Eastern,440,44,32,12
1319,2019-01-16,MEMPHIS_GRIZZLIES,Western,-97,44,19,25
1320,2019-01-16,SAN_ANTONIO_SPURS,Western,112,46,26,20
1321,2019-01-16,DALLAS_MAVERICKS,Western,12,44,20,24
1322,2019-01-16,CLEVELAND_CAVALIERS,Eastern,-483,45,9,36
1323,2019-01-16,PORTLAND_TRAIL_BLAZERS,Western,99,46,27,19
1324,2019-01-16,NEW_ORLEANS_PELICANS,Western,92,45,21,24
1325,2019-01-16,GOLDEN_STATE_WARRIORS,Western,283,45,31,14
1326,2019-01-16,UTAH_JAZZ,Western,147,46,25,21
1327,2019-01-16,LOS_ANGELES_CLIPPERS,Western,24,44,24,20
1328,2019-01-17,NEW_YORK_KNICKS,Eastern,-366,44,10,34
1329,2019-01-17,WASHINGTON_WIZARDS,Eastern,-145,45,19,26
1330,2019-01-17,SACRAMENTO_KINGS,Western,-52,45,23,22
1331,2019-01-17,CHARLOTTE_HORNETS,Eastern,28,44,21,23
1332,2019-01-17,PHILADELPHIA_76ERS,Eastern,156,46,30,16
1333,2019-01-17,INDIANA_PACERS,Eastern,232,44,29,15
1334,2019-01-17,PHOENIX_SUNS,Western,-394,46,11,35
1335,2019-01-17,TORONTO_RAPTORS,Eastern,240,47,34,13
1336,2019-01-17,CHICAGO_BULLS,Eastern,-472,45,10,35
1337,2019-01-17,DENVER_NUGGETS,Western,206,44,30,14
1338,2019-01-17,LOS_ANGELES_LAKERS,Western,51,46,25,21
1339,2019-01-17,OKLAHOMA_CITY_THUNDER,Western,201,44,26,18
1340,2019-01-18,MEMPHIS_GRIZZLIES,Western,-103,45,19,26
1341,2019-01-18,BOSTON_CELTICS,Eastern,275,45,27,18
1342,2019-01-18,MIAMI_HEAT,Eastern,-1,43,21,22
1343,2019-01-18,DETROIT_PISTONS,Eastern,-109,44,20,24
1344,2019-01-18,BROOKLYN_NETS,Eastern,-23,47,24,23
1345,2019-01-18,ORLANDO_MAGIC,Eastern,-173,45,19,26
1346,2019-01-18,SAN_ANTONIO_SPURS,Western,115,47,27,20
1347,2019-01-18,MINNESOTA_TIMBERWOLVES,Western,-20,45,21,24
1348,2019-01-18,CLEVELAND_CAVALIERS,Eastern,-499,46,9,37
1349,2019-01-18,UTAH_JAZZ,Western,163,47,26,21
1350,2019-01-18,GOLDEN_STATE_WARRIORS,Western,301,46,32,14
1351,2019-01-18,LOS_ANGELES_CLIPPERS,Western,6,45,24,21
1352,2019-01-18,NEW_ORLEANS_PELICANS,Western,76,46,21,25
1353,2019-01-18,PORTLAND_TRAIL_BLAZERS,Western,115,47,28,19
1354,2019-01-19,OKLAHOMA_CITY_THUNDER,Western,203,45,27,18
1355,2019-01-19,PHILADELPHIA_76ERS,Eastern,154,47,30,17
1356,2019-01-19,PHOENIX_SUNS,Western,-414,47,11,36
1357,2019-01-19,CHARLOTTE_HORNETS,Eastern,48,45,22,23
1358,2019-01-19,SACRAMENTO_KINGS,Western,-50,46,24,22
1359,2019-01-19,DETROIT_PISTONS,Eastern,-111,45,20,25
1360,2019-01-19,DALLAS_MAVERICKS,Western,0,45,20,25
1361,2019-01-19,INDIANA_PACERS,Eastern,244,45,30,15
1362,2019-01-19,MILWAUKEE_BUCKS,Eastern,450,45,33,12
1363,2019-01-19,ORLANDO_MAGIC,Eastern,-183,46,19,27
1364,2019-01-19,BOSTON_CELTICS,Eastern,283,46,28,18
1365,2019-01-19,ATLANTA_HAWKS,Eastern,-357,45,14,31
1366,2019-01-19,MEMPHIS_GRIZZLIES,Western,-132,46,19,27
1367,2019-01-19,TORONTO_RAPTORS,Eastern,269,48,35,13
1368,2019-01-19,MIAMI_HEAT,Eastern,13,44,22,22
1369,2019-01-19,CHICAGO_BULLS,Eastern,-486,46,10,36
1370,2019-01-19,LOS_ANGELES_LAKERS,Western,47,47,25,22
1371,2019-01-19,HOUSTON_ROCKETS,Western,93,45,26,19
1372,2019-01-19,CLEVELAND_CAVALIERS,Eastern,-521,47,9,38
1373,2019-01-19,DENVER_NUGGETS,Western,228,45,31,14
1374,2019-01-20,CHARLOTTE_HORNETS,Eastern,23,46,22,24
1375,2019-01-20,INDIANA_PACERS,Eastern,269,46,31,15
1376,2019-01-20,PHOENIX_SUNS,Western,-416,48,11,37
1377,2019-01-20,MINNESOTA_TIMBERWOLVES,Western,-18,46,22,24
1378,2019-01-20,LOS_ANGELES_CLIPPERS,Western,14,46,25,21
1379,2019-01-20,SAN_ANTONIO_SPURS,Western,107,48,27,21
1380,2019-01-21,OKLAHOMA_CITY_THUNDER,Western,221,46,28,18
1381,2019-01-21,NEW_YORK_KNICKS,Eastern,-384,45,10,35
1382,2019-01-21,CHICAGO_BULLS,Eastern,-470,47,11,36
1383,2019-01-21,CLEVELAND_CAVALIERS,Eastern,-537,48,9,39
1384,2019-01-21,DALLAS_MAVERICKS,Western,-10,46,20,26
1385,2019-01-21,MILWAUKEE_BUCKS,Eastern,460,46,34,12
1386,2019-01-21,DETROIT_PISTONS,Eastern,-125,46,20,26
1387,2019-01-21,WASHINGTON_WIZARDS,Eastern,-131,46,20,26
1388,2019-01-21,ORLANDO_MAGIC,Eastern,-164,47,20,27
1389,2019-01-21,ATLANTA_HAWKS,Eastern,-376,46,14,32
1390,2019-01-21,SACRAMENTO_KINGS,Western,-79,47,24,23
1391,2019-01-21,BROOKLYN_NETS,Eastern,6,48,25,23
1392,2019-01-21,NEW_ORLEANS_PELICANS,Western,96,47,22,25
1393,2019-01-21,MEMPHIS_GRIZZLIES,Western,-152,47,19,28
1394,2019-01-21,MIAMI_HEAT,Eastern,5,45,22,23
1395,2019-01-21,BOSTON_CELTICS,Eastern,291,47,29,18
1396,2019-01-21,HOUSTON_ROCKETS,Western,65,46,26,20
1397,2019-01-21,PHILADELPHIA_76ERS,Eastern,182,48,31,17
1398,2019-01-21,PORTLAND_TRAIL_BLAZERS,Western,120,48,29,19
1399,2019-01-21,UTAH_JAZZ,Western,158,48,26,22
1400,2019-01-21,GOLDEN_STATE_WARRIORS,Western,320,47,33,14
1401,2019-01-21,LOS_ANGELES_LAKERS,Western,28,48,25,23
1402,2019-01-22,SACRAMENTO_KINGS,Western,-94,48,24,24
1403,2019-01-22,TORONTO_RAPTORS,Eastern,284,49,36,13
1404,2019-01-22,PORTLAND_TRAIL_BLAZERS,Western,111,49,29,20
1405,2019-01-22,OKLAHOMA_CITY_THUNDER,Western,230,47,29,18
1406,2019-01-22,LOS_ANGELES_CLIPPERS,Western,6,47,25,22
1407,2019-01-22,DALLAS_MAVERICKS,Western,-2,47,21,26
1408,2019-01-22,MINNESOTA_TIMBERWOLVES,Western,9,47,23,24
1409,2019-01-22,PHOENIX_SUNS,Western,-443,49,11,38
1410,2019-01-23,TORONTO_RAPTORS,Eastern,280,50,36,14
1411,2019-01-23,INDIANA_PACERS,Eastern,273,47,32,15
1412,2019-01-23,CLEVELAND_CAVALIERS,Eastern,-557,49,9,40
1413,2019-01-23,BOSTON_CELTICS,Eastern,311,48,30,18
1414,2019-01-23,ORLANDO_MAGIC,Eastern,-168,48,20,28
1415,2019-01-23,BROOKLYN_NETS,Eastern,10,49,26,23
1416,2019-01-23,LOS_ANGELES_CLIPPERS,Western,18,48,26,22
1417,2019-01-23,MIAMI_HEAT,Eastern,-7,46,22,24
1418,2019-01-23,HOUSTON_ROCKETS,Western,69,47,27,20
1419,2019-01-23,NEW_YORK_KNICKS,Eastern,-388,46,10,36
1420,2019-01-23,ATLANTA_HAWKS,Eastern,-356,47,15,32
1421,2019-01-23,CHICAGO_BULLS,Eastern,-490,48,11,37
1422,2019-01-23,CHARLOTTE_HORNETS,Eastern,34,47,23,24
1423,2019-01-23,MEMPHIS_GRIZZLIES,Western,-163,48,19,29
1424,2019-01-23,DETROIT_PISTONS,Eastern,-121,47,21,26
1425,2019-01-23,NEW_ORLEANS_PELICANS,Western,92,48,22,26
1426,2019-01-23,SAN_ANTONIO_SPURS,Western,105,49,27,22
1427,2019-01-23,PHILADELPHIA_76ERS,Eastern,184,49,32,17
1428,2019-01-23,DENVER_NUGGETS,Western,222,46,31,15
1429,2019-01-23,UTAH_JAZZ,Western,164,49,27,22
1430,2019-01-24,NEW_ORLEANS_PELICANS,Western,86,49,22,27
1431,2019-01-24,OKLAHOMA_CITY_THUNDER,Western,236,48,30,18
1432,2019-01-24,GOLDEN_STATE_WARRIORS,Western,328,48,34,14
1433,2019-01-24,WASHINGTON_WIZARDS,Eastern,-139,47,20,27
1434,2019-01-24,PORTLAND_TRAIL_BLAZERS,Western,125,50,30,20
1435,2019-01-24,PHOENIX_SUNS,Western,-457,50,11,39
1436,2019-01-24,MINNESOTA_TIMBERWOLVES,Western,24,48,24,24
1437,2019-01-24,LOS_ANGELES_LAKERS,Western,13,49,25,24
1438,2019-01-25,WASHINGTON_WIZARDS,Eastern,-135,48,21,27
1439,2019-01-25,ORLANDO_MAGIC,Eastern,-172,49,20,29
1440,2019-01-25,NEW_YORK_KNICKS,Eastern,-398,47,10,37
1441,2019-01-25,BROOKLYN_NETS,Eastern,20,50,27,23
1442,2019-01-25,MIAMI_HEAT,Eastern,-1,47,23,24
1443,2019-01-25,CLEVELAND_CAVALIERS,Eastern,-563,50,9,41
1444,2019-01-25,LOS_ANGELES_CLIPPERS,Western,23,49,27,22
1445,2019-01-25,CHICAGO_BULLS,Eastern,-495,49,11,38
1446,2019-01-25,TORONTO_RAPTORS,Eastern,278,51,36,15
1447,2019-01-25,HOUSTON_ROCKETS,Western,71,48,28,20
1448,2019-01-25,SACRAMENTO_KINGS,Western,-91,49,25,24
1449,2019-01-25,MEMPHIS_GRIZZLIES,Western,-166,49,19,30
1450,2019-01-25,DETROIT_PISTONS,Eastern,-126,48,21,27
1451,2019-01-25,DALLAS_MAVERICKS,Western,3,48,22,26
1452,2019-01-25,CHARLOTTE_HORNETS,Eastern,25,48,23,25
1453,2019-01-25,MILWAUKEE_BUCKS,Eastern,469,47,35,12
1454,2019-01-25,PHOENIX_SUNS,Western,-494,51,11,40
1455,2019-01-25,DENVER_NUGGETS,Western,259,47,32,15
1456,2019-01-25,MINNESOTA_TIMBERWOLVES,Western,20,49,24,25
1457,2019-01-25,UTAH_JAZZ,Western,168,50,28,22
1458,2019-01-26,SAN_ANTONIO_SPURS,Western,117,50,28,22
1459,2019-01-26,NEW_ORLEANS_PELICANS,Western,74,50,22,28
1460,2019-01-26,INDIANA_PACERS,Eastern,270,48,32,16
1461,2019-01-26,MEMPHIS_GRIZZLIES,Western,-163,50,20,30
1462,2019-01-26,GOLDEN_STATE_WARRIORS,Western,332,49,35,14
1463,2019-01-26,BOSTON_CELTICS,Eastern,307,49,30,19
1464,2019-01-26,PHILADELPHIA_76ERS,Eastern,168,50,32,18
1465,2019-01-26,DENVER_NUGGETS,Western,275,48,33,15
1466,2019-01-26,ATLANTA_HAWKS,Eastern,-365,48,15,33
1467,2019-01-26,PORTLAND_TRAIL_BLAZERS,Western,134,51,31,20
1468,2019-01-27,CLEVELAND_CAVALIERS,Eastern,-560,51,10,41
1469,2019-01-27,CHICAGO_BULLS,Eastern,-498,50,11,39
1470,2019-01-27,SACRAMENTO_KINGS,Western,-105,50,25,25
1471,2019-01-27,LOS_ANGELES_CLIPPERS,Western,37,50,28,22
1472,2019-01-27,MILWAUKEE_BUCKS,Eastern,463,48,35,13
1473,2019-01-27,OKLAHOMA_CITY_THUNDER,Western,242,49,31,18
1474,2019-01-27,TORONTO_RAPTORS,Eastern,281,52,37,15
1475,2019-01-27,DALLAS_MAVERICKS,Western,0,49,22,27
1476,2019-01-27,ORLANDO_MAGIC,Eastern,-177,50,20,30
1477,2019-01-27,HOUSTON_ROCKETS,Western,76,49,29,20
1478,2019-01-27,UTAH_JAZZ,Western,182,51,29,22
1479,2019-01-27,MINNESOTA_TIMBERWOLVES,Western,6,50,24,26
1480,2019-01-27,WASHINGTON_WIZARDS,Eastern,-148,49,21,28
1481,2019-01-27,SAN_ANTONIO_SPURS,Western,130,51,29,22
1482,2019-01-27,MIAMI_HEAT,Eastern,8,48,24,24
1483,2019-01-27,NEW_YORK_KNICKS,Eastern,-407,48,10,38
1484,2019-01-27,PHOENIX_SUNS,Western,-508,52,11,41
1485,2019-01-27,LOS_ANGELES_LAKERS,Western,27,50,26,24
1486,2019-01-28,NEW_YORK_KNICKS,Eastern,-416,49,10,39
1487,2019-01-28,CHARLOTTE_HORNETS,Eastern,34,49,24,25
1488,2019-01-28,GOLDEN_STATE_WARRIORS,Western,364,50,36,14
1489,2019-01-28,INDIANA_PACERS,Eastern,238,49,32,17
1490,2019-01-28,BROOKLYN_NETS,Eastern,12,51,27,24
1491,2019-01-28,BOSTON_CELTICS,Eastern,315,50,31,19
1492,2019-01-28,DENVER_NUGGETS,Western,278,49,34,15
1493,2019-01-28,MEMPHIS_GRIZZLIES,Western,-166,51,20,31
1494,2019-01-28,ATLANTA_HAWKS,Eastern,-360,49,16,33
1495,2019-01-28,LOS_ANGELES_CLIPPERS,Western,32,51,28,23
1496,2019-01-29,WASHINGTON_WIZARDS,Eastern,-151,50,21,29
1497,2019-01-29,CLEVELAND_CAVALIERS,Eastern,-557,52,11,41
1498,2019-01-29,MILWAUKEE_BUCKS,Eastern,473,49,36,13
1499,2019-01-29,DETROIT_PISTONS,Eastern,-136,49,21,28
1500,2019-01-29,OKLAHOMA_CITY_THUNDER,Western,251,50,32,18
1501,2019-01-29,ORLANDO_MAGIC,Eastern,-186,51,20,31
1502,2019-01-29,CHICAGO_BULLS,Eastern,-503,51,11,40
1503,2019-01-29,BROOKLYN_NETS,Eastern,17,52,28,24
1504,2019-01-29,NEW_ORLEANS_PELICANS,Western,79,51,23,28
1505,2019-01-29,HOUSTON_ROCKETS,Western,71,50,29,21
1506,2019-01-29,PHOENIX_SUNS,Western,-510,53,11,42
1507,2019-01-29,SAN_ANTONIO_SPURS,Western,132,52,30,22
1508,2019-01-29,PHILADELPHIA_76ERS,Eastern,184,51,33,18
1509,2019-01-29,LOS_ANGELES_LAKERS,Western,11,51,26,25
1510,2019-01-30,CHARLOTTE_HORNETS,Eastern,2,50,24,26
1511,2019-01-30,BOSTON_CELTICS,Eastern,347,51,32,19
1512,2019-01-30,CHICAGO_BULLS,Eastern,-487,52,12,40
1513,2019-01-30,MIAMI_HEAT,Eastern,-8,49,24,25
1514,2019-01-30,DALLAS_MAVERICKS,Western,24,50,23,27
1515,2019-01-30,NEW_YORK_KNICKS,Eastern,-440,50,10,40
