,start_time,away_team,home_team,est_time
187,2019-11-17 21:30:00+00:00,ATLANTA_HAWKS,LOS_ANGELES_LAKERS,2019-11-17 16:30:00-05:00
188,2019-11-18 19:00:00+00:00,CLEVELAND_CAVALIERS,NEW_YORK_KNICKS,2019-11-18 14:00:00-05:00
189,2019-11-18 19:30:00+00:00,INDIANA_PACERS,BROOKLYN_NETS,2019-11-18 14:30:00-05:00
190,2019-11-18 19:30:00+00:00,CHARLOTTE_HORNETS,TORONTO_RAPTORS,2019-11-18 14:30:00-05:00
191,2019-11-18 20:00:00+00:00,MILWAUKEE_BUCKS,CHICAGO_BULLS,2019-11-18 15:00:00-05:00
192,2019-11-18 20:00:00+00:00,PORTLAND_TRAIL_BLAZERS,HOUSTON_ROCKETS,2019-11-18 15:00:00-05:00
193,2019-11-18 20:30:00+00:00,SAN_ANTONIO_SPURS,DALLAS_MAVERICKS,2019-11-18 15:30:00-05:00
194,2019-11-18 21:00:00+00:00,BOSTON_CELTICS,PHOENIX_SUNS,2019-11-18 16:00:00-05:00
195,2019-11-18 21:00:00+00:00,MINNESOTA_TIMBERWOLVES,UTAH_JAZZ,2019-11-18 16:00:00-05:00
196,2019-11-18 22:30:00+00:00,OKLAHOMA_CITY_THUNDER,LOS_ANGELES_CLIPPERS,2019-11-18 17:30:00-05:00
197,2019-11-19 20:00:00+00:00,GOLDEN_STATE_WARRIORS,MEMPHIS_GRIZZLIES,2019-11-19 15:00:00-05:00
198,2019-11-19 20:00:00+00:00,PORTLAND_TRAIL_BLAZERS,NEW_ORLEANS_PELICANS,2019-11-19 15:00:00-05:00
199,2019-11-19 22:00:00+00:00,PHOENIX_SUNS,SACRAMENTO_KINGS,2019-11-19 17:00:00-05:00
200,2019-11-19 22:30:00+00:00,OKLAHOMA_CITY_THUNDER,LOS_ANGELES_LAKERS,2019-11-19 17:30:00-05:00
201,2019-11-20 19:00:00+00:00,NEW_YORK_KNICKS,PHILADELPHIA_76ERS,2019-11-20 14:00:00-05:00
202,2019-11-20 19:00:00+00:00,SAN_ANTONIO_SPURS,WASHINGTON_WIZARDS,2019-11-20 14:00:00-05:00
203,2019-11-20 19:30:00+00:00,MILWAUKEE_BUCKS,ATLANTA_HAWKS,2019-11-20 14:30:00-05:00
204,2019-11-20 19:30:00+00:00,CHARLOTTE_HORNETS,BROOKLYN_NETS,2019-11-20 14:30:00-05:00
205,2019-11-20 19:30:00+00:00,GOLDEN_STATE_WARRIORS,DALLAS_MAVERICKS,2019-11-20 14:30:00-05:00
206,2019-11-20 19:30:00+00:00,CLEVELAND_CAVALIERS,MIAMI_HEAT,2019-11-20 14:30:00-05:00
207,2019-11-20 19:30:00+00:00,ORLANDO_MAGIC,TORONTO_RAPTORS,2019-11-20 14:30:00-05:00
208,2019-11-20 20:00:00+00:00,DETROIT_PISTONS,CHICAGO_BULLS,2019-11-20 15:00:00-05:00
209,2019-11-20 20:00:00+00:00,UTAH_JAZZ,MINNESOTA_TIMBERWOLVES,2019-11-20 15:00:00-05:00
210,2019-11-20 21:00:00+00:00,HOUSTON_ROCKETS,DENVER_NUGGETS,2019-11-20 16:00:00-05:00
211,2019-11-20 22:00:00+00:00,BOSTON_CELTICS,LOS_ANGELES_CLIPPERS,2019-11-20 17:00:00-05:00
212,2019-11-21 20:00:00+00:00,PORTLAND_TRAIL_BLAZERS,MILWAUKEE_BUCKS,2019-11-21 15:00:00-05:00
